Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Los Angeles,US,DD-13570,Dorothy Dickinson,5/2/2024,US-2024-147844,90049,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",West,7542,Consumer,5/6/2024,Standard Class,California,Paper,0,7.065,5,15.7
Office Supplies,Los Angeles,US,DD-13570,Dorothy Dickinson,5/2/2024,US-2024-147844,90049,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",West,7541,Consumer,5/6/2024,Standard Class,California,Paper,0,15.824,5,34.4
Office Supplies,San Diego,US,BS-11665,Brian Stugart,11/17/2022,US-2022-126725,92105,OFF-PA-10001639,Xerox 203,West,3705,Consumer,11/21/2022,Standard Class,California,Paper,0,15.552,5,32.4
Office Supplies,San Diego,US,PF-19165,Philip Fox,8/27/2022,US-2022-101707,92105,OFF-PA-10002968,Xerox 1973,West,3049,Consumer,9/1/2022,Standard Class,California,Paper,0,52.532,5,114.2
Office Supplies,San Francisco,US,KH-16510,Keith Herrera,12/8/2024,US-2024-117457,94110,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",West,9873,Consumer,12/12/2024,Standard Class,California,Paper,0,13.3035,5,27.15
Office Supplies,San Jose,US,MC-17575,Matt Collins,8/7/2024,US-2024-115175,95123,OFF-PA-10001878,Xerox 1891,West,8292,Consumer,8/12/2024,Standard Class,California,Paper,0,114.9385,5,244.55
Office Supplies,Seattle,US,FP-14320,Frank Preis,12/26/2023,US-2023-153129,98105,OFF-PA-10003673,Strathmore Photo Mount Cards,West,6777,Consumer,12/30/2023,Standard Class,Washington,Paper,0,15.594,5,33.9
Office Supplies,Seattle,US,GT-14710,Greg Tran,12/6/2023,US-2023-169040,98105,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",West,6545,Consumer,12/12/2023,Standard Class,Washington,Paper,0,89.159,5,189.7
Office Supplies,Seattle,US,JL-15850,John Lucas,5/29/2022,US-2022-120880,98105,OFF-PA-10004101,Xerox 1894,West,2608,Consumer,6/3/2022,Standard Class,Washington,Paper,0,15.552,5,32.4
Office Supplies,Seattle,US,RB-19570,Rob Beeghly,9/15/2023,US-2023-128678,98105,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",West,5723,Consumer,9/20/2023,Standard Class,Washington,Paper,0,10.058,5,21.4
Office Supplies,Los Angeles,US,RA-19285,Ralph Arnett,9/4/2024,US-2024-141929,90004,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,8556,Consumer,9/8/2024,Standard Class,California,Storage,0,65.355,5,217.85
Office Supplies,Los Angeles,US,SB-20170,Sarah Bern,2/9/2024,US-2024-145807,90032,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,West,7008,Consumer,2/13/2024,Standard Class,California,Storage,0,17.745,5,354.9
Office Supplies,Los Angeles,US,CB-12025,Cassandra Brandow,8/28/2022,US-2022-121188,90049,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",West,3057,Consumer,9/4/2022,Standard Class,California,Storage,0,267.705,5,892.35
Office Supplies,San Diego,US,BS-11665,Brian Stugart,11/17/2022,US-2022-126725,92105,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,West,3707,Consumer,11/21/2022,Standard Class,California,Storage,0,6.098,5,304.9
Office Supplies,San Jose,US,SE-20110,Sanjit Engle,9/22/2021,US-2021-158225,95123,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",West,1198,Consumer,9/28/2021,Standard Class,California,Storage,0,42.3625,5,169.45
Office Supplies,North Las Vegas,US,IL-15100,Ivan Liston,12/6/2022,US-2022-114741,89031,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,West,3933,Consumer,12/10/2022,Standard Class,Nevada,Storage,0,238.653,5,1325.85
Office Supplies,Albuquerque,US,SV-20935,Susan Vittorini,12/28/2024,US-2024-122798,87105,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,West,10169,Consumer,1/1/2025,Standard Class,New Mexico,Storage,0,34.2925,5,118.25
Office Supplies,Seattle,US,EB-14170,Evan Bailliet,9/29/2021,US-2021-111962,98115,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,West,1256,Consumer,10/4/2021,Standard Class,Washington,Storage,0,153.4725,5,807.75
Office Supplies,Seattle,US,MV-17485,Mark Van Huff,3/27/2022,US-2022-132948,98115,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,West,2301,Consumer,4/3/2022,Standard Class,Washington,Storage,0,3.348,5,83.7
Office Supplies,Anaheim,US,MD-17350,Maribeth Dona,12/28/2021,US-2021-143371,92804,OFF-SU-10002537,Acme Box Cutter Scissors,West,2000,Consumer,1/3/2022,Standard Class,California,Supplies,0,13.299,5,51.15
Office Supplies,San Diego,US,KA-16525,Kelly Andreada,5/30/2024,US-2024-116498,92037,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",West,7775,Consumer,6/3/2024,Standard Class,California,Art,0,10.179,6,35.1
Office Supplies,Brentwood,US,AI-10855,Arianne Irving,12/29/2021,US-2021-102330,94513,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,West,2008,Consumer,1/3/2022,Standard Class,California,Labels,0,44.4,6,88.8
Office Supplies,San Francisco,US,JK-15205,Jamie Kunitz,10/30/2024,US-2024-123491,94122,OFF-LA-10003077,Avery 500,West,9241,Consumer,11/5/2024,Standard Class,California,Labels,0,20.6142,6,43.86
Office Supplies,Los Angeles,US,CK-12595,Clytie Kelty,2/23/2024,US-2024-104647,90008,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",West,7065,Consumer,3/1/2024,Standard Class,California,Paper,0,16.848,6,37.44
Office Supplies,Los Angeles,US,CC-12670,Craig Carreira,6/18/2024,US-2024-112753,90032,OFF-PA-10002036,Xerox 1930,West,7925,Consumer,6/23/2024,Standard Class,California,Paper,0,19.0512,6,38.88
Office Supplies,Rancho Cucamonga,US,DL-13315,Delfina Latchford,1/3/2024,US-2024-114034,91730,OFF-PA-10004735,Xerox 1905,West,6836,Consumer,1/8/2024,Standard Class,California,Paper,0,18.6624,6,38.88
Office Supplies,San Bernardino,US,BK-11260,Berenike Kampe,3/19/2022,US-2022-113110,92404,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",West,2257,Consumer,3/23/2022,Standard Class,California,Paper,0,19.6686,6,40.14
Office Supplies,San Francisco,US,PG-18895,Paul Gonzalez,11/3/2024,US-2024-148320,94109,OFF-PA-10003022,Xerox 1992,West,9297,Consumer,11/8/2024,Standard Class,California,Paper,0,17.5812,6,35.88
Office Supplies,San Francisco,US,CS-12505,Cindy Stewart,5/12/2022,US-2022-159380,94122,OFF-PA-10004239,Xerox 1953,West,2534,Consumer,5/16/2022,Standard Class,California,Paper,0,11.556,6,25.68
Office Supplies,San Francisco,US,EP-13915,Emily Phan,12/13/2024,US-2024-122770,94122,OFF-PA-10003172,Xerox 1996,West,9966,Consumer,12/18/2024,Standard Class,California,Paper,0,18.6624,6,38.88
Office Supplies,Seattle,US,MS-17770,Maxwell Schwartz,8/23/2023,US-2023-150350,98105,OFF-PA-10002160,Xerox 1978,West,5452,Consumer,8/30/2023,Standard Class,Washington,Paper,0,16.9932,6,34.68
Office Supplies,Los Angeles,US,JH-15910,Jonathan Howell,10/28/2023,US-2023-130162,90032,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",West,6061,Consumer,11/1/2023,Standard Class,California,Storage,0,26.0568,6,93.06
Office Supplies,Pasco,US,MC-17275,Marc Crier,9/8/2021,US-2021-107818,99301,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,West,1057,Consumer,9/14/2021,Standard Class,Washington,Storage,0,19.4352,6,485.88
Office Supplies,Seattle,US,AH-10210,Alan Hwang,12/24/2024,US-2024-147956,98105,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,West,10121,Consumer,12/31/2024,Standard Class,Washington,Storage,0,0,6,1003.62
Office Supplies,Seattle,US,CS-12130,Chad Sievert,9/21/2022,US-2022-102036,98105,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,3267,Consumer,9/27/2022,Standard Class,Washington,Storage,0,47.9376,6,199.74
Office Supplies,Roseville,US,LC-16885,Lena Creighton,10/13/2023,US-2023-145583,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,West,5957,Consumer,10/19/2023,Standard Class,California,Supplies,0,18.4464,6,65.88
Office Supplies,San Francisco,US,RB-19360,Raymond Buch,7/14/2023,US-2023-109953,94122,OFF-AP-10002998,Holmes 99% HEPA Air Purifier,West,5195,Consumer,7/18/2023,Standard Class,California,Appliances,0,50.0346,7,151.62
Office Supplies,Santa Barbara,US,BM-11140,Becky Martin,2/26/2024,US-2024-121706,93101,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,West,7075,Consumer,3/2/2024,Standard Class,California,Appliances,0,99.9012,7,356.79
Office Supplies,Los Angeles,US,LR-16915,Lena Radford,9/2/2023,US-2023-126732,90036,OFF-AR-10004752,Blackstonian Pencils,West,5544,Consumer,9/6/2023,Standard Class,California,Art,0,5.2332,7,18.69
Office Supplies,Pasadena,US,LW-17215,Luke Weiss,4/11/2024,US-2024-166128,91104,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",West,7395,Consumer,4/18/2024,Standard Class,California,Art,0,14.2324,7,41.86
Office Supplies,San Francisco,US,MK-18160,Mike Kennedy,5/3/2024,US-2024-163209,94122,OFF-AR-10003651,Newell 350,West,7546,Consumer,5/7/2024,Standard Class,California,Art,0,6.6584,7,22.96
Office Supplies,San Jose,US,SC-20305,Sean Christensen,12/24/2023,US-2023-101651,95123,OFF-EN-10001990,Staple envelope,West,6744,Consumer,12/30/2023,Standard Class,California,Envelopes,0,18.6872,7,39.76
Office Supplies,Los Angeles,US,XP-21865,Xylona Preis,11/3/2023,US-2023-109365,90049,OFF-FA-10001561,Stockwell Push Pins,West,6098,Consumer,11/8/2023,Standard Class,California,Fasteners,0,5.0358,7,15.26
Office Supplies,Los Angeles,US,AG-10900,Arthur Gainer,12/27/2022,US-2022-148376,90008,OFF-LA-10002381,Avery 497,West,4151,Consumer,12/31/2022,Standard Class,California,Labels,0,10.3488,7,21.56
Office Supplies,Los Angeles,US,RD-19585,Rob Dowd,2/16/2022,US-2022-121776,90008,OFF-LA-10002762,Avery 485,West,2158,Consumer,2/21/2022,Standard Class,California,Labels,0,41.2237,7,87.71
Office Supplies,Los Angeles,US,CC-12550,Clay Cheatham,12/1/2024,US-2024-118542,90008,OFF-PA-10004735,Xerox 1905,West,9734,Consumer,12/5/2024,Standard Class,California,Paper,0,21.7728,7,45.36
Office Supplies,San Bernardino,US,KH-16510,Keith Herrera,11/13/2022,US-2022-104948,92404,OFF-PA-10004610,Xerox 1900,West,3659,Consumer,11/17/2022,Standard Class,California,Paper,0,13.482,7,29.96
Office Supplies,San Francisco,US,DB-13615,Doug Bickford,9/21/2024,US-2024-133074,94109,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",West,8811,Consumer,9/25/2024,Standard Class,California,Paper,0,27.93,7,55.86
Office Supplies,San Francisco,US,MK-18160,Mike Kennedy,12/2/2023,US-2023-108455,94122,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),West,6484,Consumer,12/8/2023,Standard Class,California,Paper,0,19.8254,7,40.46
Office Supplies,Santa Ana,US,SV-20785,Stewart Visinsky,5/26/2023,US-2023-148852,92704,OFF-PA-10001293,Xerox 1946,West,4863,Consumer,5/31/2023,Standard Class,California,Paper,0,21.7728,7,45.36
Office Supplies,Stockton,US,SW-20245,Scot Wooten,9/19/2023,US-2023-130267,95207,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,5766,Consumer,9/23/2023,Standard Class,California,Paper,0,73.5448,7,159.88
Office Supplies,Seattle,US,TR-21325,Toby Ritter,9/8/2023,US-2023-110009,98103,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",West,5651,Consumer,9/13/2023,Standard Class,Washington,Paper,0,14.2002,7,30.87
Office Supplies,Seattle,US,GT-14710,Greg Tran,12/6/2023,US-2023-169040,98105,OFF-PA-10001736,Xerox 1880,West,6547,Consumer,12/12/2023,Standard Class,Washington,Paper,0,116.5976,7,248.08
Office Supplies,Seattle,US,SO-20335,Sean O'Donnell,12/1/2024,US-2024-166926,98105,OFF-PA-10001593,Xerox 1947,West,9732,Consumer,12/8/2024,Standard Class,Washington,Paper,0,18.837,7,41.86
Office Supplies,Fresno,US,JK-15370,Jay Kimmel,11/16/2024,US-2024-100601,93727,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,West,9496,Consumer,11/20/2024,Standard Class,California,Storage,0,0.977200000,7,48.86
Office Supplies,Los Angeles,US,TS-21340,Toby Swindell,11/24/2022,US-2022-153416,90036,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,West,3793,Consumer,11/29/2022,Standard Class,California,Storage,0,54.5832,7,454.86
Office Supplies,Los Angeles,US,SB-20185,Sarah Brown,5/22/2022,US-2022-149846,90045,OFF-ST-10002406,Pizazz Global Quick File,West,2566,Consumer,5/26/2022,Standard Class,California,Storage,0,29.3412,7,104.79
Office Supplies,Pasadena,US,HA-14920,Helen Andreada,9/7/2022,US-2022-110744,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,West,3128,Consumer,9/12/2022,Standard Class,California,Storage,0,20.1579,7,671.93
Office Supplies,San Diego,US,BS-11665,Brian Stugart,11/17/2022,US-2022-126725,92105,OFF-ST-10000129,Fellowes Recycled Storage Drawers,West,3706,Consumer,11/21/2022,Standard Class,California,Storage,0,54.4047,7,777.21
Office Supplies,Lodi,US,JK-15730,Joe Kamberova,9/29/2024,US-2024-137918,95240,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",West,8934,Consumer,10/6/2024,Standard Class,California,Supplies,0,28.217,7,97.3
Office Supplies,Huntington Beach,US,CJ-12010,Caroline Jumper,6/24/2024,US-2024-122105,92646,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,West,7967,Consumer,6/28/2024,Standard Class,California,Art,0,25.8984,8,95.92
Office Supplies,Los Angeles,US,JE-15715,Joe Elijah,11/14/2024,US-2024-124261,90049,OFF-AR-10003504,Newell 347,West,9474,Consumer,11/19/2024,Standard Class,California,Art,0,9.9296,8,34.24
Office Supplies,Morgan Hill,US,RD-19720,Roger Demir,12/3/2023,US-2023-149762,95037,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,West,6501,Consumer,12/7/2023,Standard Class,California,Art,0,5.9184,8,21.92
Office Supplies,Pasco,US,MC-17275,Marc Crier,9/8/2021,US-2021-107818,99301,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",West,1046,Consumer,9/14/2021,Standard Class,Washington,Art,0,91.152,8,303.84
Office Supplies,San Francisco,US,CJ-12010,Caroline Jumper,1/26/2024,US-2024-150469,94109,OFF-FA-10000611,Binder Clips by OIC,West,6940,Consumer,1/30/2024,Standard Class,California,Fasteners,0,5.6832,8,11.84
Office Supplies,Los Angeles,US,PS-18760,Pamela Stobb,4/17/2024,US-2024-128965,90008,OFF-LA-10003190,Avery 474,West,7437,Consumer,4/22/2024,Standard Class,California,Labels,0,11.2896,8,23.04
Office Supplies,San Diego,US,RD-19900,Ruben Dartt,11/10/2021,US-2021-158372,92037,OFF-LA-10000407,Avery White Multi-Purpose Labels,West,1530,Consumer,11/16/2021,Standard Class,California,Labels,0,18.3264,8,39.84
Office Supplies,Kent,US,JC-15385,Jenna Caffey,7/8/2024,US-2024-108560,98031,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",West,8084,Consumer,7/15/2024,Standard Class,Washington,Labels,0,385.3752,8,786.48
Office Supplies,Los Angeles,US,CL-12565,Clay Ludtke,5/28/2023,US-2023-134803,90004,OFF-PA-10003790,Xerox 1991,West,4885,Consumer,6/3/2023,Standard Class,California,Paper,0,84.0512,8,182.72
Office Supplies,Los Angeles,US,DB-13660,Duane Benoit,9/23/2024,US-2024-121853,90036,OFF-PA-10003641,Xerox 1909,West,8851,Consumer,9/29/2024,Standard Class,California,Paper,0,97.0784,8,211.04
Office Supplies,San Diego,US,RD-19900,Ruben Dartt,11/10/2021,US-2021-158372,92037,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",West,1532,Consumer,11/16/2021,Standard Class,California,Paper,0,28.008,8,62.24
Office Supplies,Visalia,US,LP-17095,Liz Preis,9/8/2023,US-2023-103709,93277,OFF-PA-10004610,Xerox 1900,West,5652,Consumer,9/15/2023,Standard Class,California,Paper,0,15.408,8,34.24
Office Supplies,Renton,US,CK-12205,Chloris Kastensmidt,11/21/2024,US-2024-110443,98059,OFF-PA-10003797,Xerox 209,West,9593,Consumer,11/25/2024,Standard Class,Washington,Paper,0,24.8832,8,51.84
Office Supplies,San Diego,US,SW-20275,Scott Williamson,11/16/2024,US-2024-137022,92105,OFF-ST-10001963,Tennsco Regal Shelving Units,West,9495,Consumer,11/22/2024,Standard Class,California,Storage,0,24.3384,8,811.28
Office Supplies,Los Angeles,US,MS-17365,Maribeth Schnelling,11/26/2023,US-2023-107104,90045,OFF-AR-10004269,Newell 31,West,6407,Consumer,11/30/2023,Standard Class,California,Art,0,10.4076,9,37.17
Office Supplies,Los Angeles,US,RL-19615,Rob Lucas,12/5/2021,US-2021-133830,90045,OFF-AR-10003045,Prang Colored Pencils,West,1791,Consumer,12/10/2021,Standard Class,California,Art,0,11.907,9,26.46
Office Supplies,Redlands,US,SC-20725,Steven Cartwright,9/11/2022,US-2022-165057,92374,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,West,3150,Consumer,9/15/2022,Standard Class,California,Art,0,48.9645,9,181.35
Office Supplies,San Diego,US,NP-18325,Naresj Patel,12/6/2022,US-2022-143490,92105,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,West,3920,Consumer,12/13/2022,Standard Class,California,Art,0,33.642,9,120.15
Office Supplies,San Francisco,US,KH-16510,Keith Herrera,12/8/2024,US-2024-117457,94110,OFF-LA-10003766,Self-Adhesive Removable Labels,West,9866,Consumer,12/12/2024,Standard Class,California,Labels,0,13.608,9,28.35
Office Supplies,Los Angeles,US,AR-10510,Andrew Roberts,8/31/2022,US-2022-112319,90004,OFF-PA-10003441,Xerox 226,West,3066,Consumer,9/5/2022,Standard Class,California,Paper,0,27.9936,9,58.32
Office Supplies,Los Angeles,US,DP-13000,Darren Powers,11/24/2022,US-2022-105347,90004,OFF-PA-10000675,Xerox 1919,West,3790,Consumer,11/28/2022,Standard Class,California,Paper,0,180.7659,9,368.91
Office Supplies,Los Angeles,US,SP-20920,Susan Pistek,11/22/2021,US-2021-135090,90036,OFF-PA-10002245,Xerox 1895,West,1667,Consumer,11/26/2021,Standard Class,California,Paper,0,24.219,9,53.82
Office Supplies,San Francisco,US,HF-14995,Herbert Flentye,9/21/2021,US-2021-153969,94109,OFF-PA-10000327,Xerox 1971,West,1187,Consumer,9/25/2021,Standard Class,California,Paper,0,17.334,9,38.52
Office Supplies,Anaheim,US,MD-17350,Maribeth Dona,12/28/2021,US-2021-143371,92804,OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",West,1999,Consumer,1/3/2022,Standard Class,California,Storage,0,29.964600000,9,998.82
Office Supplies,Los Angeles,US,CB-12025,Cassandra Brandow,8/28/2022,US-2022-121188,90049,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,West,3056,Consumer,9/4/2022,Standard Class,California,Storage,0,29.1528,9,728.82
Office Supplies,Los Angeles,US,MC-18100,Mick Crebagga,11/19/2024,US-2024-126242,90049,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",West,9564,Consumer,11/24/2024,Standard Class,California,Storage,0,76.2525,9,305.01
Office Supplies,San Francisco,US,BT-11680,Brian Thompson,4/10/2023,US-2023-123358,94122,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,West,4592,Consumer,4/17/2023,Standard Class,California,Storage,0,6.026400000,9,150.66
Office Supplies,San Francisco,US,RD-19480,Rick Duston,9/15/2024,US-2024-116652,94122,OFF-AR-10001915,Peel-Off China Markers,West,8710,Consumer,9/19/2024,Standard Class,California,Art,0,41.706,10,99.3
Office Supplies,Marysville,US,MC-18100,Mick Crebagga,10/7/2023,US-2023-139808,98270,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",West,5916,Consumer,10/11/2023,Standard Class,Washington,Fasteners,0,0.933600000,12,93.36
Office Supplies,San Diego,US,OT-18730,Olvera Toch,6/26/2024,US-2024-115364,92105,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,West,7987,Consumer,7/2/2024,Standard Class,California,Storage,0,1.6752,12,83.76
Office Supplies,San Francisco,US,JK-15205,Jamie Kunitz,10/30/2024,US-2024-123491,94122,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",West,9236,Consumer,11/5/2024,Standard Class,California,Appliances,0,510.636,14,1702.12
Office Supplies,Springfield,US,TP-21130,Theone Pippenger,4/14/2022,US-2022-116841,97477,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,West,2389,Consumer,4/18/2022,Standard Class,Oregon,Appliances,0.2,2.6406,1,35.208
Office Supplies,Phoenix,US,JM-15865,John Murray,8/16/2022,US-2022-128090,85023,OFF-AR-10002255,Newell 346,West,2983,Consumer,8/22/2022,Standard Class,Arizona,Art,0.2,0.2592,1,2.304
Office Supplies,Los Angeles,US,BP-11290,Beth Paige,4/12/2023,US-2023-142398,90036,OFF-BI-10004826,JM Magazine Binder,West,4598,Consumer,4/16/2023,Standard Class,California,Binders,0.2,4.6228,1,13.208
Office Supplies,Los Angeles,US,LR-16915,Lena Radford,9/2/2023,US-2023-126732,90036,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,West,5547,Consumer,9/6/2023,Standard Class,California,Binders,0.2,2.5592,1,7.312
Office Supplies,San Francisco,US,PO-18850,Patrick O'Brill,5/1/2022,US-2022-104486,94109,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",West,2483,Consumer,5/6/2022,Standard Class,California,Binders,0.2,4.4138,1,12.176
Office Supplies,San Francisco,US,RD-19480,Rick Duston,9/15/2024,US-2024-116652,94122,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,West,8717,Consumer,9/19/2024,Standard Class,California,Binders,0.2,0.84,1,2.688
Office Supplies,Pasco,US,MC-17845,Michael Chen,11/10/2024,US-2024-128447,99301,OFF-BI-10001543,GBC VeloBinder Manual Binding System,West,9398,Consumer,11/17/2024,Standard Class,Washington,Binders,0.2,10.0772,1,28.792
Office Supplies,Bullhead City,US,GZ-14470,Gary Zandusky,12/20/2022,US-2022-154795,86442,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,West,4078,Consumer,12/24/2022,Standard Class,Arizona,Envelopes,0.2,2.772,1,7.92
Office Supplies,Aurora,US,ZC-21910,Zuschuss Carroll,9/28/2022,US-2022-106978,80013,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",West,3361,Consumer,10/4/2022,Standard Class,Colorado,Envelopes,0.2,4.2309,1,12.536
Office Supplies,Louisville,US,SC-20845,Sung Chung,8/21/2024,US-2024-117646,80027,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,8410,Consumer,8/25/2024,Standard Class,Colorado,Paper,0.2,2.085,1,6.672
Office Supplies,Medford,US,CD-11980,Carol Darley,11/24/2023,US-2023-100083,97504,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",West,6376,Consumer,11/29/2023,Standard Class,Oregon,Paper,0.2,7.745,1,24.784
Office Supplies,Glendale,US,TH-21100,Thea Hendricks,4/13/2022,US-2022-133837,85301,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",West,2383,Consumer,4/18/2022,Standard Class,Arizona,Storage,0.2,0.8058,1,10.744
Office Supplies,Tempe,US,JF-15490,Jeremy Farry,8/31/2024,US-2024-159884,85281,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",West,8473,Consumer,9/5/2024,Standard Class,Arizona,Storage,0.2,0.8058,1,10.744
Office Supplies,Chandler,US,AJ-10945,Ashley Jarboe,10/6/2024,US-2024-137421,85224,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,West,9015,Consumer,10/11/2024,Standard Class,Arizona,Art,0.2,1.8688,2,9.344
Office Supplies,Salem,US,AA-10375,Allen Armold,5/8/2022,US-2022-109939,97301,OFF-AR-10000127,Newell 321,West,2518,Consumer,5/12/2022,Standard Class,Oregon,Art,0.2,0.590400000,2,5.248
Office Supplies,Springfield,US,JA-15970,Joseph Airdo,9/17/2021,US-2021-131947,97477,OFF-AR-10001473,Newell 313,West,1137,Consumer,9/22/2021,Standard Class,Oregon,Art,0.2,0.4592,2,5.248
Office Supplies,Los Angeles,US,RA-19285,Ralph Arnett,9/4/2024,US-2024-141929,90004,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,West,8549,Consumer,9/8/2024,Standard Class,California,Binders,0.2,152.495,2,487.984
Office Supplies,Los Angeles,US,CC-12550,Clay Cheatham,12/1/2024,US-2024-118542,90008,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",West,9726,Consumer,12/5/2024,Standard Class,California,Binders,0.2,3.6714,2,10.128
Office Supplies,Los Angeles,US,TS-21340,Toby Swindell,11/24/2022,US-2022-153416,90036,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,West,3789,Consumer,11/29/2022,Standard Class,California,Binders,0.2,0.99,2,3.168
Office Supplies,Los Angeles,US,TB-21250,Tim Brockman,10/7/2023,US-2023-162614,90049,OFF-BI-10004001,GBC Recycled VeloBinder Covers,West,5915,Consumer,10/13/2023,Standard Class,California,Binders,0.2,8.8608,2,27.264
Office Supplies,Los Angeles,US,XP-21865,Xylona Preis,11/3/2023,US-2023-109365,90049,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,West,6094,Consumer,11/8/2023,Standard Class,California,Binders,0.2,3.0212,2,9.296
Office Supplies,San Bernardino,US,BK-11260,Berenike Kampe,3/19/2022,US-2022-113110,92404,OFF-BI-10000088,GBC Imprintable Covers,West,2251,Consumer,3/23/2022,Standard Class,California,Binders,0.2,6.3684,2,17.568
Office Supplies,San Bernardino,US,KH-16510,Keith Herrera,11/13/2022,US-2022-104948,92404,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",West,3652,Consumer,11/17/2022,Standard Class,California,Binders,0.2,3.4552,2,9.872
Office Supplies,San Bernardino,US,MV-18190,Mike Vittorini,7/10/2022,US-2022-107020,92404,OFF-BI-10003719,Large Capacity Hanging Post Binders,West,2820,Consumer,7/14/2022,Standard Class,California,Binders,0.2,12.974,2,39.92
